,Unnamed: 0,id,source,sentence_1,sentence_2,label,binary-label
1140,4429,boostcamp-sts-v1-train-4429,nsmc-sampled,짜집기한듯한 시나리오에 식상한 정두홍식 액숀 점준다,억지 스토리와 불필요할 정도로 화려한 액션,1.4,0.0
1141,4430,boostcamp-sts-v1-train-4430,petition-sampled,무고죄 형량을 늘려주세요!,무고한 피해자들을 지켜주세요!,1.4,0.0
1142,4432,boostcamp-sts-v1-train-4432,petition-sampled,층간소음이 발생하면 경찰관이 직접 출동할 수 있게 해주시기 바랍니다.,층간 소음의 법적 기준을 강화해 주세요.,1.4,0.0
1143,4437,boostcamp-sts-v1-train-4437,nsmc-sampled,철없는 살이지만 공감이 되는 영화.,저는 공감할 수 있는 영화였습니다.,2.8,1.0
1144,4444,boostcamp-sts-v1-train-4444,petition-sampled,선거철 유세운동 소음규제해주세요,선거운동에 관한 소음에 법적 규제를 마련하세요.,3.5,1.0
1145,4448,boostcamp-sts-v1-train-4448,petition-rtt,도로에서 SK에너지 맨홀에 걸려 부상,도로 위 SK에너지 맨홀 끼여 부상,4.6,1.0
1146,4452,boostcamp-sts-v1-train-4452,nsmc-sampled,애니메이션은 아주 놀랍지만 실망했어요.,아~ 정말 짜증 나는 애니메이션이다.,1.6,0.0
1147,4462,boostcamp-sts-v1-train-4462,slack-rtt,저도 넘 기대되어 선 공유 후 후기로 갑니다!,저도 기대가 되니까 라인 공유해서 리뷰하러 가볼게요!,2.8,1.0
1148,4466,boostcamp-sts-v1-train-4466,slack-sampled,우왕 인증샷 넘 감사합니다!!,오 다들 정말 감사합니다!!!,1.8,0.0
1149,4467,boostcamp-sts-v1-train-4467,nsmc-sampled,근데 season  밖에 없어서 아쉽다..,내용 전개가 짧은 게 아쉽다...,1.6,0.0
1150,4469,boostcamp-sts-v1-train-4469,nsmc-sampled,한마디로 쓰레기영화,한마디로 쓰레기 영화,5.0,1.0
1151,4474,boostcamp-sts-v1-train-4474,slack-rtt,와.. 세분 축하드립니다.,"와, 세 분 축하드립니다.",4.8,1.0
1152,4475,boostcamp-sts-v1-train-4475,nsmc-sampled,식상한 주제를 난해하게 다룬 고전..,"의미를 알 수 없는 난해한 장면의 반복, 지루함…",1.4,0.0
1153,4479,boostcamp-sts-v1-train-4479,petition-rtt,사람은 자리에 맞는곳에 있어야 하자나요,사람들은 올바른 위치에 있어야 합니까?,2.6,1.0
1154,4480,boostcamp-sts-v1-train-4480,slack-rtt,가을도 하고 여름도 해주세요!!!,가을과 여름을 부탁해!,1.8,0.0
1155,4481,boostcamp-sts-v1-train-4481,slack-rtt,제 설명이 맞으면 좋겠고 잘 아시는 분 계시면 알려주세요!,제 설명이 맞길 바라고 아시는 분 있으시면 알려주세요!,4.4,1.0
1156,4484,boostcamp-sts-v1-train-4484,petition-sampled,네이버 댓글 실명제,네이버 댓글 실명제 요청합니다.,2.4,0.0
1157,4492,boostcamp-sts-v1-train-4492,petition-sampled,잘실한 마음에 청원드립니다. 도와주세요.,사업장에서 하룻밤 사이에 철수됩니다. 도와주세요!,1.5,0.0
1158,4494,boostcamp-sts-v1-train-4494,slack-rtt,(휴가를 길게 갔다와서.. 확인이 늦었습니다),(장시간 휴가를 다녀와서..) 확인이 늦었습니다.),4.4,1.0
1159,4495,boostcamp-sts-v1-train-4495,petition-rtt,만약 전쟁이 난다면,전쟁이 있으면,1.4,0.0
1160,4496,boostcamp-sts-v1-train-4496,nsmc-sampled,어찌 이 둘을 데려다가 똥을 주냐.,좋은 배우를 데려와서 이렇게 밖에 활용이 안된다니.,2.0,0.0
1161,4500,boostcamp-sts-v1-train-4500,petition-sampled,수시 반대 정시 확대,정시 확대 수시 최저 폐지 반대,2.5,1.0
1162,4501,boostcamp-sts-v1-train-4501,nsmc-sampled,이보다 더 지겨울 순 없다,이보다 재미없을 수는 없다.,1.6,0.0
1163,4502,boostcamp-sts-v1-train-4502,nsmc-sampled,극장에서 안보길잘했다,영화관에서 안 봐서 다행이야.,4.4,1.0
1164,4504,boostcamp-sts-v1-train-4504,nsmc-sampled,하품을 몇번했는지 모르겠다.,뭘 보여주려는 건지 모르겠어.,1.4,0.0
1165,4505,boostcamp-sts-v1-train-4505,nsmc-rtt,애들이랑 볼 영화는 아닌데 올 여름 아이들을 위한 환상의 소원 이루기라니 이 영화를 진짜 보기나 한건지 의심스럽다ㄷㄷ,아이들과 함께 보는 영화는 아니지만 올여름 아이들에게 꿈이 현실이 되는 영화입니다.,2.0,0.0
1166,4506,boostcamp-sts-v1-train-4506,nsmc-sampled,저예산이라도 이런 영화는 나오면 안될듯 싶네요,다시는 이런 영화 보고 싶지 않네요.,1.4,0.0
1167,4513,boostcamp-sts-v1-train-4513,slack-sampled,아카이브에 많은 도움이 될 것 같아요!!,나중에 제가 새로 공부할 때 도움이 될 거예요!!,1.8,0.0
1168,4514,boostcamp-sts-v1-train-4514,nsmc-sampled,배우의 연기에 정말 반고흐가 그랬을거 같단 느낌을 받았네요..,나는.. 나만 정말 박현진 역의 연기를 볼 수 없다고 느낀 거라고 생각했는데 거의 시청자들이 나와 같은 생각이네..,0.5,0.0
1169,4522,boostcamp-sts-v1-train-4522,nsmc-sampled,드라마에게 감사합니다.,드라마를 원래 안 보는 사람인데 재미있어요.,1.4,0.0
1170,4524,boostcamp-sts-v1-train-4524,slack-rtt,<PERSON> 님과의 운명적인 만남!,<PERSON>과의 운명적인 만남!,5.0,1.0
1171,4535,boostcamp-sts-v1-train-4535,petition-rtt,국민연금 대기업 주식으로 재미좀 안봤나 ㅎㅎㅎ,국민연금 주식은 재미가 없었나요?,1.8,0.0
1172,4540,boostcamp-sts-v1-train-4540,slack-rtt,다음에 회식에서 실제로 만나요~~,다음 모임에서 만나요~,2.8,1.0
1173,4544,boostcamp-sts-v1-train-4544,slack-rtt,모두들 격한 환영 부탁드립니다!,모두를 따뜻하게 환영합니다!,1.6,0.0
1174,4548,boostcamp-sts-v1-train-4548,slack-rtt,와 오일장에서 누가 나무를 사실까 했는데(마당있는 집 부러워서) 바로 제 옆에 계셨네요 ㄷㄷ,와 유전에서 나무를 누가 사줄지(마당이 있는 집이 부러워서) 바로 옆에 계셨어요.,2.6,1.0
1175,4550,boostcamp-sts-v1-train-4550,nsmc-sampled,그래픽빼고 다맘에드는ㅋ,근데 그래픽이 좀 이상해.,1.4,0.0
1176,4554,boostcamp-sts-v1-train-4554,slack-sampled,여러분 안녕히 계세요~~,안녕하세요! 여러분。,2.0,0.0
1177,4563,boostcamp-sts-v1-train-4563,nsmc-sampled,마지막에 너무 울었어요,영화를 보고 별로 울지 않는 저를 울렸습니다.,2.4,0.0
1178,4565,boostcamp-sts-v1-train-4565,petition-sampled,김관용 도지사 2번째 거짓말,김관용 도지사 세 번째 거짓말,2.0,0.0
1179,4567,boostcamp-sts-v1-train-4567,nsmc-rtt,말도 안되는 스토리로 개연성도 없이,믿을 수 없는 이야기로 가능성은 없다.,2.2,0.0
1180,4568,boostcamp-sts-v1-train-4568,nsmc-sampled,재밌었는데 왜들 그러지.,재밌었는데. 뭘 그렇게 심각하게 보고 있나?,2.8,1.0
1181,4571,boostcamp-sts-v1-train-4571,nsmc-sampled,쓰레기는 아니지만 재미는 읍다,정치색은 둘째치고 재미없다,2.2,0.0
1182,4572,boostcamp-sts-v1-train-4572,petition-sampled,대한축구협회 새 개편을 요청합니다!,대한 축구 협회에 대한 국정감사를 강력히 요구합니다.,1.8,0.0
1183,4583,boostcamp-sts-v1-train-4583,slack-sampled,갓….김치 떡볶이라니…!!!!,떡볶이 마니아... 침이 줄줄...,1.4,0.0
1184,4587,boostcamp-sts-v1-train-4587,petition-rtt,김기식이 사퇴해야 할 이유서!!!,김기식 금융감독원장을 파면시켜 주세요.,2.5,1.0
1185,4588,boostcamp-sts-v1-train-4588,slack-sampled,저녁에 후기 리플로 남기것습니다 ㅎ,알려주신 대로 해보고 리뷰 남길게요.,2.8,1.0
1186,4594,boostcamp-sts-v1-train-4594,petition-rtt,전안법 개정 불발 절대!!!!!!!! 안됩니다~~~,구법 개정 절대 실패!!!!!!! 안돼~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,1.6,0.0
1187,4595,boostcamp-sts-v1-train-4595,petition-sampled,친일재산환수법 제정청원,김성수 친일재산조사 및 환수조치 청원,2.8,1.0
1188,4596,boostcamp-sts-v1-train-4596,petition-sampled,다산신도시 택배사태 국민세금투입을 반대합니다,다산신도시 정부 지원 반대 의견 모아야 합니다!!,2.0,0.0
1189,4602,boostcamp-sts-v1-train-4602,petition-rtt,"대한민국 ""건설안전사고"" 안전교육만이 살길이다.",대한민국의 '건설 안전사고' 안전교육만이 살 길입니다.,4.4,1.0
1190,4604,boostcamp-sts-v1-train-4604,nsmc-sampled,대작! 대작!이란 말밖에 번보니 재미가 좀 반감됬다,"전작 재미없다는 거, 나는 재밌게 봐도 재미없다는 거 그냥 봤는데 실망감이 커.",1.6,0.0
1191,4605,boostcamp-sts-v1-train-4605,petition-sampled,문재이니 대통령님께,문재인 대통령님께 부탁드립니다,1.8,0.0
1192,4606,boostcamp-sts-v1-train-4606,slack-rtt,아 진촤 너무 귀여운거 아늼니꽈??,"아, 이렇게 귀여운 거 어떻게 알아요?",2.0,0.0
1193,4615,boostcamp-sts-v1-train-4615,petition-sampled,전국의 모든학교를 휴교시켜주세요,"서울 수도권의 모든 학교, 회사의 휴교령을 부탁드립니다.",2.8,1.0
1194,4616,boostcamp-sts-v1-train-4616,slack-rtt,<PERSON> 과 꽤 긴시간 동안 이야기를 나눴습니다.,나는 <PERSON>과 꽤 오랜 시간 이야기를 나눴다.,4.4,1.0
1195,4619,boostcamp-sts-v1-train-4619,slack-sampled,또 뵙고 인사드릴 수 있음,앞으로도 자주 인사드리겠습니다.,1.6,0.0
1196,4632,boostcamp-sts-v1-train-4632,nsmc-sampled,공포는무슨 다큐멘터리영화같다.,영화는 영화다워야 하는데 이건 다큐멘터리 같은...,2.6,1.0
1197,4639,boostcamp-sts-v1-train-4639,nsmc-rtt,진짜 오글거림ㄷ 포화속으로 보다가 김혜성 귀여워 보여서 이 영화 봤는데 진짜 이 영화 별로임ㄷ 내가 점수 후하게 주는데 이영화는 점조차 아깝달까?,진짜 뭉클했어. 나는 이 영화를 불속에서 보았다. 김혜선이 귀여워서 이 영화를 봤어. 나는 이 영화를 정말 좋아하지 않는다.,1.8,0.0
1198,4640,boostcamp-sts-v1-train-4640,petition-sampled,아이를 갖지 못하는 부부를 위하여,자녀를 희망하는 부부를 위한 불임지원을 확대해주세요.,2.0,0.0
1199,4645,boostcamp-sts-v1-train-4645,slack-rtt,코로나로부터 하루 빨리 완전 회복하시길 기도하겠습니다,하루빨리 코로나에서 완전히 회복되길 기원합니다.,4.4,1.0
1200,4654,boostcamp-sts-v1-train-4654,petition-sampled,카드수수료를 카드사용자가 내게 해 주세요,카드 수수료 폐지가 불가능하다면 부담 주체를 바꾸자.,1.8,0.0
1201,4656,boostcamp-sts-v1-train-4656,nsmc-sampled,괜찮았던 작품입니다.,여운이 많이 남는 작품입니다.,1.8,0.0
1202,4657,boostcamp-sts-v1-train-4657,slack-sampled,너무 재밌었습니다!,너무 재밌어서 점심시간이 눈 깜짝할 사이였네요!,2.4,0.0
1203,4658,boostcamp-sts-v1-train-4658,petition-rtt,평창 썰매경기장 폐쇄를 막아주세요.,평창 썰매장 휴관을 멈춰주세요.,2.4,0.0
1204,4673,boostcamp-sts-v1-train-4673,slack-sampled,시간가는 줄 모르고 너무 재밌게 이야기를 나눴네요,다들 너무 바쁜 와중에 밥 무대에서 만나서 점심 먹으면서 이런저런 얘기를 나눴어요.,2.0,0.0
1205,4678,boostcamp-sts-v1-train-4678,nsmc-sampled,결말이 미흡하다....,그냥 결말이 공기 펀치를 날려서 끝인지.....,1.8,0.0
1206,4681,boostcamp-sts-v1-train-4681,petition-rtt,주택임대차보호법 강화해 주세요,주택 임대차 보호법을 강화하세요.,4.6,1.0
1207,4684,boostcamp-sts-v1-train-4684,nsmc-sampled,그 결과 볼거리가 없고 지루함,재미없었어. 심심해.,2.6,1.0
1208,4688,boostcamp-sts-v1-train-4688,nsmc-sampled,완전 OOO기 영화 뻔한 결말과 뻔한 스토리 억지성 설정......,뻔한 스토리...----,2.2,0.0
1209,4693,boostcamp-sts-v1-train-4693,nsmc-rtt,국민학교 시절 내친구 집에서 부모님 나가신후 몰래봤던 영화...,초등학교 때 친구 집에 부모님이 나가셔서 몰래 본 영화...,4.4,1.0
1210,4703,boostcamp-sts-v1-train-4703,nsmc-sampled,클레맨타인과 함께 한국 최고의 영화,장화 홍룡과 함께 최고의 영화,1.6,0.0
1211,4708,boostcamp-sts-v1-train-4708,nsmc-sampled,긴머리 박신양은 봐줄 수가 없다.,눈 뜨고 못 보겠어.,2.4,0.0
1212,4709,boostcamp-sts-v1-train-4709,nsmc-rtt,뭔 결말도 의미가없어,끝이 없다는 것은 아무 의미도 없다,1.4,0.0
1213,4713,boostcamp-sts-v1-train-4713,petition-sampled,국회를 없애 주세요,국회의원을 없애주세요.,1.6,0.0
1214,4716,boostcamp-sts-v1-train-4716,nsmc-sampled,마지막에 결국은..,이제 마지막으로 눈물 흘리고 말았어,1.8,0.0
1215,4718,boostcamp-sts-v1-train-4718,slack-sampled,대화하는 내내 계속 웃고 재미있게 대화를 나눈 것 같아 아침부터 기분이 너무너무 좋았네요!,오늘 이야기할 수 있어서 너무 즐거웠어요. 다음에 또 이야기할 수 있었으면 좋겠어요!,2.8,1.0
1216,4723,boostcamp-sts-v1-train-4723,petition-sampled,바가지요금 및 암표 처벌요구,평창 숙박업소 바가지요금 단속 및 규제,2.2,0.0
1217,4728,boostcamp-sts-v1-train-4728,nsmc-rtt,여행으로 인해 그사람의 가치관과 인생을 변화시킬수 있다니!,여행은 어떻게 사람의 가치와 인생을 바꿀 수 있나요?,2.8,1.0
1218,4729,boostcamp-sts-v1-train-4729,nsmc-sampled,"좋아하는, 연륜있는 두 배우의 연기에 빠져서 보았다.","한국 최초의 잠수함 영화라고 하는데 한 표, 두 배우의 연기에 한 표.",1.6,0.0
1219,4731,boostcamp-sts-v1-train-4731,nsmc-rtt,엄청난 사건을 암시하며 나이든 주인공이 회고에 빠지는 첫 장면은 결말 부분에 가서는 뭘 말하는지 알수도 없게 산으로 빠졌다.,의도는 좋았을지도 모르지만 무슨 말을 하려는지도 모르고 결말은 저게 뭐야...,1.8,0.0
1220,4732,boostcamp-sts-v1-train-4732,slack-rtt,와 진짜 산이 너무 커서 원근법 무시하는 것 같아요!,"와, 정말 산은 너무 커서 원근법을 무시하는 것 같아요!",4.6,1.0
1221,4735,boostcamp-sts-v1-train-4735,slack-sampled,담에 꼭 초대할게요! ㅎㅎ,다음에 꼭 같이 해요. ^^,2.4,0.0
1222,4739,boostcamp-sts-v1-train-4739,slack-rtt,메뉴 고민을 떠넘길 동지가 생긴다는거? ㅋㅋ,메뉴의 문제를 인계받을 친구가 있습니까?(웃음),1.6,0.0
1223,4740,boostcamp-sts-v1-train-4740,petition-sampled,"수능시험 온라인 접수, 응지지역 자유","수능 온라인 접수, 수능 지역 자유",5.0,1.0
1224,4742,boostcamp-sts-v1-train-4742,petition-sampled,댓글조작단 수사착수해서 뿌리뽑아요.,드루킹 특검 수사를 연장해서 정확히 밝혀주세요.,1.8,0.0
1225,4750,boostcamp-sts-v1-train-4750,nsmc-sampled,재밋어~~ 천정명 나오니깐 봄,이상하게 천정명한테 줄 것도 없고 얄미운 얼굴이었는데 군대 갔다 오고 나니까 괜찮아졌어.,1.4,0.0
1226,4756,boostcamp-sts-v1-train-4756,nsmc-sampled,자동차 보여주기에만 열중한 한심스러운 작품,정말 보여주기 위한 영화(빛 좋은~,2.0,0.0
1227,4760,boostcamp-sts-v1-train-4760,nsmc-sampled,잭 레먼 과 알 파치노의 불꽃튀는 연기대결,알파치노의 연기는 대단하다.,1.8,0.0
1228,4766,boostcamp-sts-v1-train-4766,slack-sampled,너무 맛있어서 먹느라 정신 팔려 뒤에 나온 음식들은 못찍었네요.,음식이 정말 맛있어서 눈물을 흘리며 먹었어요.,2.4,0.0
1229,4773,boostcamp-sts-v1-train-4773,petition-sampled,교육과정 좀 바꿔주세요,●100대 교육과정을 없애주세요.,2.2,0.0
1230,4776,boostcamp-sts-v1-train-4776,petition-sampled,청소년법 폐지해주세요,청소년법 폐지해주세요.,5.0,1.0
1231,4787,boostcamp-sts-v1-train-4787,nsmc-rtt,"주인공이 겪어야했던 심적 공허함이 보는내내 마음속 깊이 전해져왔고, 영화가 말해주는 전쟁의 참상에 눈물을 흘리지않을 수 없었다.",주인공이 겪어야 했던 심리적 허무함은 보는 내내 가슴 깊숙이 전해져 영화가 말하는 전쟁의 참혹함에 눈물을 흘릴 수밖에 없었다.,4.4,1.0
1232,4795,boostcamp-sts-v1-train-4795,petition-sampled,공소시효를 폐지합시다,성범죄 공소시효를 폐지시켜 주세요.,1.8,0.0
1233,4796,boostcamp-sts-v1-train-4796,slack-sampled,이번주도 모두 즐거운 시간되세요.,여러분 즐거운 불금 되세요.,1.4,0.0
1234,4799,boostcamp-sts-v1-train-4799,petition-rtt,"기간제(전일제,시간제) 교사에 대하여","기간제(전일제, 시간제) 교사에 대하여",5.0,1.0
1235,4807,boostcamp-sts-v1-train-4807,nsmc-sampled,진짜 재미있고 공감된다,정말 오랜만에 재밌게 봤어요.,2.2,0.0
1236,4829,boostcamp-sts-v1-train-4829,nsmc-rtt,너무재밌음 갠적으로 최사보다더,너무 웃겨서 5번이나 본 것 같아. 최고!,2.2,0.0
1237,4833,boostcamp-sts-v1-train-4833,petition-sampled,이명박 전대통령 출국금지시켜주세요.,이명박 전직 대통령을 출국금지해 주세요.,5.0,1.0
1238,4834,boostcamp-sts-v1-train-4834,petition-sampled,꼭좀 읽어주시고 부탁합니다.,"학생 여러분, 한 번만 꼭 읽어주세요.",2.2,0.0
1239,4842,boostcamp-sts-v1-train-4842,slack-sampled,다음에 또 이야기 나누는 자리가 있었으면 좋겠네요ㅎㅎ,다음에 또 이렇게 뵐 수 있으면 좋겠습니다.,2.8,1.0
1240,4845,boostcamp-sts-v1-train-4845,slack-sampled,앞으로도 잘 부탁드려요 !!!,앞으로도 잘 부탁드립니다!!!,4.6,1.0
1241,4850,boostcamp-sts-v1-train-4850,slack-sampled,저도 재미와 의미 둘다 챙기고 편안함 추가 즐거웠어요~~ㅎㅎ,너무 유익하고 즐거운 시간이었어요~~!,2.0,0.0
1242,4853,boostcamp-sts-v1-train-4853,petition-rtt,정판사 파면을 원하시면...,정형 판사의 파면을 청원합니다.,2.4,0.0
1243,4856,boostcamp-sts-v1-train-4856,petition-sampled,신성한 국방의무는 공정하게,여성도 헌법에 규정된 국방의 의무를 지게 해주세요.,2.6,1.0
1244,4858,boostcamp-sts-v1-train-4858,nsmc-rtt,그 고마움이 파란 감동이 된다,그 고마움이 푸른 감정이 되어,2.8,1.0
1245,4859,boostcamp-sts-v1-train-4859,slack-sampled,평소 추천에 관해서 궁금한 점을 편하게 물어볼 수 있는 자리여서 너무 즐거웠습니다.,일상 공유에서 평소 궁금한 점을 부담 없이 들을 수 있는 시간이었습니다.,2.6,1.0
1246,4864,boostcamp-sts-v1-train-4864,slack-sampled,와우 미니언즈 음성분석 너무 궁금하네요.,아이디어가 너무 궁금해요.,1.4,0.0
1247,4867,boostcamp-sts-v1-train-4867,petition-rtt,한국의 미래는 지옥이다,대한민국의 미래는 지옥이다,5.0,1.0
1248,4872,boostcamp-sts-v1-train-4872,slack-sampled,다음에 오피스에 간다면 같이 식사 혹은 티타임 가져요~~!,다음에 사무실에서 다시 만나요!!!,2.2,0.0
1249,4876,boostcamp-sts-v1-train-4876,slack-sampled,다수결의 원칙을 따라 예약할 예정이니 투표 부탁드립니다!,미팅 결과 두 부분에 대해서는 투표로 방향을 잡아야 할 것 같으니 투표 부탁드립니다!,2.6,1.0
1250,4880,boostcamp-sts-v1-train-4880,petition-sampled,이명박 전 대통령의 재산 30조를 압류하여 생태계를 살립시다.,이명박 전직 대통령 가족의 불법행위는 엄정한 법에 의거 사법처리를 청원합니다.,1.4,0.0
1251,4881,boostcamp-sts-v1-train-4881,petition-sampled,양심적 병역거부 무죄에 관해,양심적 병역거부 무죄 판결의 문제점,2.6,1.0
1252,4886,boostcamp-sts-v1-train-4886,slack-sampled,운이 좋게도 얼마 기다리지 않고 먹습니다,운 좋게 받았네요.,2.0,0.0
1253,4889,boostcamp-sts-v1-train-4889,nsmc-rtt,결말도 여운있고 좋았다.,결말이 슬프지만 여운이 가시지 않는다.,2.4,0.0
1254,4891,boostcamp-sts-v1-train-4891,petition-sampled,청소년법폐지 부탁드립니다,청소년법 폐지 부탁드립니다.,5.0,1.0
1255,4896,boostcamp-sts-v1-train-4896,slack-sampled,건강관리 유의하세요.,환절기에 몸조심하시고 다음에 또 만나요!,2.4,0.0
1256,4897,boostcamp-sts-v1-train-4897,nsmc-sampled,정말 노력할려고 한티는 나는데 시나리오가... 영 잼이 없다,진짜 재미없어. 왜 이런 영화가 있지?,2.6,1.0
1257,4906,boostcamp-sts-v1-train-4906,petition-rtt,강남순환로 사당IC 나가는곳 얌체운전자 매일매일 단속 부탁드립니다.,강남순환 고속도로 사당 IC 출구에서 매일 소심한 운전자를 단속하세요.,2.6,1.0
1258,4910,boostcamp-sts-v1-train-4910,nsmc-sampled,품격있는 흡혈영화.,흡혈귀 공식에 충실하게 잘 만든 영화.,1.6,0.0
1259,4920,boostcamp-sts-v1-train-4920,petition-sampled,군위수지역 철폐해주세요.,군대 위수지역 폐지와 확대 부탁드립니다.,2.6,1.0
1260,4922,boostcamp-sts-v1-train-4922,nsmc-sampled,웃음을 주면서 마음에 뭔가 뭉클하게 남기는 작품,잔잔하면서도 뭔가 깊은 것이 있는 영화,2.2,0.0
1261,4923,boostcamp-sts-v1-train-4923,slack-rtt,이미지 배경이 투명해서 이미지 수정하겠습니다!,이미지 배경이 투명해서 이미지 수정할게요!,4.4,1.0
1262,4927,boostcamp-sts-v1-train-4927,petition-rtt,대통령님! 지지도하락하는이유가 있습니다....:,대통령! 지원 감소에는 이유가 있습니다.,1.8,0.0
1263,4936,boostcamp-sts-v1-train-4936,slack-sampled,회식 내내 웃다가 끝난거같네요,시간 가는 줄 모르고 계속 웃다가 끝났네요. ㅋㅋ,2.8,1.0
1264,4939,boostcamp-sts-v1-train-4939,petition-sampled,가상화폐 거래소 폐쇄 찬성,가상화폐 거래소 폐쇄 반대,1.4,0.0
1265,4940,boostcamp-sts-v1-train-4940,nsmc-sampled,저도 평점에 낚여서 본 사람..,초반에 노출이라는 평점에 낚여봤다.,2.4,0.0
1266,4944,boostcamp-sts-v1-train-4944,nsmc-sampled,강동원 영상화보 잘보았읍니다,감명 깊게 봤습니다.,2.0,0.0
1267,4951,boostcamp-sts-v1-train-4951,nsmc-sampled,다양한 등장인물에 맞춰 진부한 스토리만 이어질 뿐..,어디선가 본듯한 뻔한 스토리와 진부한 표현 전개..,2.0,0.0
1268,4954,boostcamp-sts-v1-train-4954,slack-sampled,ㅋㅋ 줄 서있는거 너무 귀엽네요 ㅋㅋ,와 양양이 너무 귀엽네요.,1.6,0.0
1269,4956,boostcamp-sts-v1-train-4956,nsmc-sampled,정말 오랜만에 평점을 남겨본다...,난생처음 평점을 매겨볼게요.,1.6,0.0
1270,4967,boostcamp-sts-v1-train-4967,nsmc-sampled,재미있긴 하는데 보고 싶네요. ^^,재밌게 보고 있습니다.^^,1.8,0.0
1271,4973,boostcamp-sts-v1-train-4973,slack-sampled,다음에 전문연구요원 회식 때 또 봬요 ~~!!,다음에 또 만나요~!!,2.8,1.0
1272,4977,boostcamp-sts-v1-train-4977,petition-sampled,남자 육아 휴직 좀 부탁드립니다.,육아휴직 기간을 현실을 고려하여 늘려주세요.,1.6,0.0
1273,4983,boostcamp-sts-v1-train-4983,nsmc-rtt,전 아직 살 밖에 안되었지만 ... 훗날 나의 모습도 그려보게 되네요분다 진정성이 느껴지고..대화에서 서로에 대한 찐한 믿음이 보여요,아직 몇 살이 되지 않았지만 이제는 나 자신을 그려볼 생각이다.,2.2,0.0
1274,4988,boostcamp-sts-v1-train-4988,slack-rtt,아내가 방금 보내준 사진입니다.,방금 아내가 보내준 사진이에요.,4.6,1.0
1275,4990,boostcamp-sts-v1-train-4990,petition-rtt,안녕하십니까. 대한민국에 살고있는 청년입니다.,안녕하세요 저는 한국에 사는 청년입니다.,5.0,1.0
1276,4992,boostcamp-sts-v1-train-4992,petition-sampled,지방분권 반대 해주세요,공공기관의 지방 이전 결사반대,1.8,0.0
1277,4997,boostcamp-sts-v1-train-4997,petition-sampled,"국회해산, 조기총선",국회 해산 및 조기 총선을 희망합니다.,2.8,1.0
1278,4999,boostcamp-sts-v1-train-4999,petition-sampled,아랫집 흡연관련 법안을 마련해주세요!,아파트 실내 금연 관련 법안을 작성해 주세요.,2.6,1.0
1279,5007,boostcamp-sts-v1-train-5007,nsmc-sampled,너무 재미있게 봤어요 ㅎ,너무 재밌었어요 (웃음),4.8,1.0
1280,5008,boostcamp-sts-v1-train-5008,nsmc-sampled,그저 그런 영화 안보는게 나음,그리고 영화는 안 보는 게 좋겠어.,2.8,1.0
1281,5014,boostcamp-sts-v1-train-5014,petition-sampled,남성복지도 만들어주세요,남성 가족부도 만들어주세요.,2.0,0.0
1282,5024,boostcamp-sts-v1-train-5024,slack-rtt,크흡 고양이는 언제나 처음엔 호랑이다 생각하고 눈치봐야 ㅋㅋ,항상 처음에는 규선 고양이가 호랑이인 줄 알고 알아차리네요.,1.8,0.0
1283,5026,boostcamp-sts-v1-train-5026,nsmc-rtt,레이첼 니콜스땜에 봤는데 얼마 나오지도 않고 -_-;; 캐릭터 완성도 때문인지 살 엄청 뺀거 같던데 매튜폭스의 노력이 아깝네,레이첼 니콜스 때문에 봤는데 너무 안 나왔어-_-;; 캐릭터 완성도 때문에 살이 많이 빠진 것 같은데 매튜 폭스의 노력이 아깝지 않아.,2.8,1.0
1284,5030,boostcamp-sts-v1-train-5030,nsmc-rtt,나름 추리소설처럼 짜임이 있고 훌륭함.,미스터리 소설처럼 구조가 좋고 훌륭합니다.,2.6,1.0
1285,5031,boostcamp-sts-v1-train-5031,petition-sampled,저희나라먼저생각해주세요,/ 국민을 먼저 생각하십시오.,1.8,0.0
1286,5032,boostcamp-sts-v1-train-5032,nsmc-sampled,S다이어리가 명작이라면 이 작품도 꽤 괜찮은 코메디!!,코미디로서 이 정도면 꽤 괜찮은 편...,2.2,0.0
1287,5033,boostcamp-sts-v1-train-5033,nsmc-rtt,기존의 스파게티 웨스턴이 다루던 주제들과는 달리 세 명의 주인공은 서로의 욕심을 위해서만 움직이며 이야기가 펼쳐진다.,기존 스파게티 웨스턴에서 다루던 주제와 달리 세 주인공은 오직 서로의 욕심만을 위해 움직이면서 이야기가 펼쳐진다.,4.8,1.0
1288,5036,boostcamp-sts-v1-train-5036,nsmc-rtt,답답함에 스트레스가 생길 지경이어서 더이상 읽지 못했고 그 후로도 가끔 유사한 스트레스를 받는 경우는 십중팔구 여성의 작품이다.,스트레스를 유발한 답답함 때문에 더 이상 글을 읽을 수 없는 여성의 작품이며 이후에도 비슷한 스트레스를 가끔 겪는다.,2.2,0.0
1289,5037,boostcamp-sts-v1-train-5037,petition-rtt,김현미 장관님은 하얀고양입니다,김현미 장관은 하얀 고양이다.,4.6,1.0
1290,5039,boostcamp-sts-v1-train-5039,nsmc-sampled,여배우 완전 매력있네요.,로빈 라이트의 매력적인 배우,1.8,0.0
1291,5041,boostcamp-sts-v1-train-5041,nsmc-sampled,완전 관객 사기치는 영화...,정말 시간 아까운 최악의 영화...,1.4,0.0
